"datum","regija","stavba","namembnost","povrsina","leto_izgradnje","temp_zraka","temp_rosisca","oblacnost","padavine","pritisk","smer_vetra","hitrost_vetra","poraba","is_weekend","season","prejsnjaPoraba"
"2016-01-01","zahodna",40,"izobrazevalna",11389.164576,1971,10.6,-4.4,"0",0,1020.5,0,0,256.36,FALSE,"Winter",NA
"2016-01-01","zahodna",42,"kulturno_razvedrilna",1108.797305,1939,10.6,-4.4,"0",0,1020.5,0,0,14.34,FALSE,"Winter",NA
"2016-01-01","zahodna",44,"stanovanjska",20115.914978,1967,10.6,-4.4,"0",0,1020.5,0,0,77.79,FALSE,"Winter",NA
"2016-01-01","zahodna",46,"kulturno_razvedrilna",1591.614196,1918,10.6,-4.4,"0",0,1020.5,0,0,5.11,FALSE,"Winter",NA
"2016-01-01","zahodna",48,"izobrazevalna",3134.454317,1939,10.6,-4.4,"0",0,1020.5,0,0,82.07,FALSE,"Winter",NA
"2016-01-01","zahodna",50,"izobrazevalna",2335.488517,1970,10.6,-4.4,"0",0,1020.5,0,0,8.24,FALSE,"Winter",NA
"2016-01-01","zahodna",52,"izobrazevalna",864.834027,1970,10.6,-4.4,"0",0,1020.5,0,0,20.72,FALSE,"Winter",NA
"2016-01-01","zahodna",54,"javno_storitvena",9407.543586,1982,10.6,-4.4,"0",0,1020.5,0,0,36.86,FALSE,"Winter",NA
"2016-01-01","zahodna",56,"stanovanjska",10340.475512,1964,10.6,-4.4,"0",0,1020.5,0,0,87.16,FALSE,"Winter",NA
"2016-01-01","zahodna",58,"poslovna",18806.818805,1967,10.6,-4.4,"0",0,1020.5,0,0,308.7,FALSE,"Winter",NA
"2016-01-01","zahodna",60,"izobrazevalna",2289.408629,1982,10.6,-4.4,"0",0,1020.5,0,0,113.25,FALSE,"Winter",NA
"2016-01-01","zahodna",62,"izobrazevalna",12236.25413,1991,10.6,-4.4,"0",0,1020.5,0,0,178.02,FALSE,"Winter",NA
"2016-01-01","zahodna",64,"kulturno_razvedrilna",23668.525698,1989,10.6,-4.4,"0",0,1020.5,0,0,152.1,FALSE,"Winter",NA
"2016-01-01","zahodna",66,"izobrazevalna",11797.287455,1979,10.6,-4.4,"0",0,1020.5,0,0,215.49,FALSE,"Winter",NA
"2016-01-01","zahodna",68,"izobrazevalna",8145.084719,1960,10.6,-4.4,"0",0,1020.5,0,0,70.05,FALSE,"Winter",NA
"2016-01-01","zahodna",70,"poslovna",11052.298298,1988,10.6,-4.4,"0",0,1020.5,0,0,87.3,FALSE,"Winter",NA
"2016-01-01","zahodna",72,"kulturno_razvedrilna",75207.76559,1958,10.6,-4.4,"0",0,1020.5,0,0,137.26,FALSE,"Winter",NA
"2016-01-01","zahodna",74,"poslovna",6580.505296,2014,10.6,-4.4,"0",0,1020.5,0,0,86.69,FALSE,"Winter",NA
"2016-01-01","zahodna",76,"izobrazevalna",1185.535183,1909,10.6,-4.4,"0",0,1020.5,0,0,57.86,FALSE,"Winter",NA
"2016-01-01","zahodna",78,"kulturno_razvedrilna",9801.731015,2008,10.6,-4.4,"0",0,1020.5,0,0,91.63,FALSE,"Winter",NA
"2016-01-01","zahodna",80,"stanovanjska",3051.027423,1935,10.6,-4.4,"0",0,1020.5,0,0,26.69,FALSE,"Winter",NA
"2016-01-01","zahodna",82,"kulturno_razvedrilna",997.127899,2005,10.6,-4.4,"0",0,1020.5,0,0,6.97,FALSE,"Winter",NA
"2016-01-01","zahodna",84,"poslovna",4806.057996,1966,10.6,-4.4,"0",0,1020.5,0,0,25.47,FALSE,"Winter",NA
"2016-01-02","zahodna",2,"izobrazevalna",9181.510587,1968,16.1,0,"4",0,1021.3,70,7.7,67.28,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",4,"stanovanjska",51394.86863,2009,16.1,0,"4",0,1021.3,70,7.7,313.67,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",6,"izobrazevalna",17043.98438,2005,16.1,0,"4",0,1021.3,70,7.7,480.06,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",8,"poslovna",12244.336691,1968,16.1,0,"4",0,1021.3,70,7.7,51.88,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",10,"izobrazevalna",10371.226405,1989,16.1,0,"4",0,1021.3,70,7.7,120.73,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",12,"kulturno_razvedrilna",15520.932598,1989,16.1,0,"4",0,1021.3,70,7.7,246.3,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",14,"izobrazevalna",12311.319754,1992,16.1,0,"4",0,1021.3,70,7.7,205.64,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",16,"poslovna",2187.772747,1941,16.1,0,"4",0,1021.3,70,7.7,15.36,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",18,"izobrazevalna",12731.42712,1957,16.1,0,"4",0,1021.3,70,7.7,119.16,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",20,"izobrazevalna",14087.532211,1983,16.1,0,"4",0,1021.3,70,7.7,650.65,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",22,"poslovna",901.437809,1940,16.1,0,"4",0,1021.3,70,7.7,5.48,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",24,"kulturno_razvedrilna",13293.768979,1964,16.1,0,"4",0,1021.3,70,7.7,176.71,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",26,"stanovanjska",6938.181846,2006,16.1,0,"4",0,1021.3,70,7.7,164.51,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",28,"stanovanjska",2875.254947,1951,16.1,0,"4",0,1021.3,70,7.7,23.41,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",30,"javno_storitvena",32129.294811,1966,16.1,0,"4",0,1021.3,70,7.7,159.14,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",32,"izobrazevalna",6619.152944,2004,16.1,0,"4",0,1021.3,70,7.7,173.56,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",34,"izobrazevalna",4613.748786,1964,16.1,0,"4",0,1021.3,70,7.7,169.82,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",36,"stanovanjska",3382.226618,1940,16.1,0,"4",0,1021.3,70,7.7,23.88,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",38,"izobrazevalna",26286.532238,2003,16.1,0,"4",0,1021.3,70,7.7,204.84,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",40,"izobrazevalna",11389.164576,1971,16.1,0,"4",0,1021.3,70,7.7,256.82,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",42,"kulturno_razvedrilna",1108.797305,1939,16.1,0,"4",0,1021.3,70,7.7,14.35,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",44,"stanovanjska",20115.914978,1967,16.1,0,"4",0,1021.3,70,7.7,78.72,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",46,"kulturno_razvedrilna",1591.614196,1918,16.1,0,"4",0,1021.3,70,7.7,5.07,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",48,"izobrazevalna",3134.454317,1939,16.1,0,"4",0,1021.3,70,7.7,82.6,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",50,"izobrazevalna",2335.488517,1970,16.1,0,"4",0,1021.3,70,7.7,21.15,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",52,"izobrazevalna",864.834027,1970,16.1,0,"4",0,1021.3,70,7.7,33.8,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",54,"javno_storitvena",9407.543586,1982,16.1,0,"4",0,1021.3,70,7.7,70.98,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",56,"stanovanjska",10340.475512,1964,16.1,0,"4",0,1021.3,70,7.7,103.7,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",58,"poslovna",18806.818805,1967,16.1,0,"4",0,1021.3,70,7.7,332.54,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",60,"izobrazevalna",2289.408629,1982,16.1,0,"4",0,1021.3,70,7.7,51.79,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",62,"izobrazevalna",12236.25413,1991,16.1,0,"4",0,1021.3,70,7.7,188.25,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",64,"kulturno_razvedrilna",23668.525698,1989,16.1,0,"4",0,1021.3,70,7.7,340.78,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",66,"izobrazevalna",11797.287455,1979,16.1,0,"4",0,1021.3,70,7.7,210.28,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",68,"izobrazevalna",8145.084719,1960,16.1,0,"4",0,1021.3,70,7.7,71.99,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",70,"poslovna",11052.298298,1988,16.1,0,"4",0,1021.3,70,7.7,80.23,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",72,"kulturno_razvedrilna",75207.76559,1958,16.1,0,"4",0,1021.3,70,7.7,135.29,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",74,"poslovna",6580.505296,2014,16.1,0,"4",0,1021.3,70,7.7,100.9,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",76,"izobrazevalna",1185.535183,1909,16.1,0,"4",0,1021.3,70,7.7,53.97,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",78,"kulturno_razvedrilna",9801.731015,2008,16.1,0,"4",0,1021.3,70,7.7,16.4,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",80,"stanovanjska",3051.027423,1935,16.1,0,"4",0,1021.3,70,7.7,25.21,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",82,"kulturno_razvedrilna",997.127899,2005,16.1,0,"4",0,1021.3,70,7.7,6.68,TRUE,"Winter",121.8215625
"2016-01-02","zahodna",84,"poslovna",4806.057996,1966,16.1,0,"4",0,1021.3,70,7.7,25.44,TRUE,"Winter",121.8215625
"2016-01-03","zahodna",2,"izobrazevalna",9181.510587,1968,17.8,0,"2",0,1018.8,90,7.2,66,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",4,"stanovanjska",51394.86863,2009,17.8,0,"2",0,1018.8,90,7.2,318.72,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",6,"izobrazevalna",17043.98438,2005,17.8,0,"2",0,1018.8,90,7.2,497.41,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",8,"poslovna",12244.336691,1968,17.8,0,"2",0,1018.8,90,7.2,50.8,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",10,"izobrazevalna",10371.226405,1989,17.8,0,"2",0,1018.8,90,7.2,125.23,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",12,"kulturno_razvedrilna",15520.932598,1989,17.8,0,"2",0,1018.8,90,7.2,251.96,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",14,"izobrazevalna",12311.319754,1992,17.8,0,"2",0,1018.8,90,7.2,164.03,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",16,"poslovna",2187.772747,1941,17.8,0,"2",0,1018.8,90,7.2,15.17,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",18,"izobrazevalna",12731.42712,1957,17.8,0,"2",0,1018.8,90,7.2,118.17,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",20,"izobrazevalna",14087.532211,1983,17.8,0,"2",0,1018.8,90,7.2,641.31,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",22,"poslovna",901.437809,1940,17.8,0,"2",0,1018.8,90,7.2,6.18,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",24,"kulturno_razvedrilna",13293.768979,1964,17.8,0,"2",0,1018.8,90,7.2,176.33,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",26,"stanovanjska",6938.181846,2006,17.8,0,"2",0,1018.8,90,7.2,177.63,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",28,"stanovanjska",2875.254947,1951,17.8,0,"2",0,1018.8,90,7.2,24.52,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",30,"javno_storitvena",32129.294811,1966,17.8,0,"2",0,1018.8,90,7.2,159.12,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",32,"izobrazevalna",6619.152944,2004,17.8,0,"2",0,1018.8,90,7.2,170.43,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",34,"izobrazevalna",4613.748786,1964,17.8,0,"2",0,1018.8,90,7.2,164.92,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",36,"stanovanjska",3382.226618,1940,17.8,0,"2",0,1018.8,90,7.2,24.24,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",38,"izobrazevalna",26286.532238,2003,17.8,0,"2",0,1018.8,90,7.2,200.56,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",40,"izobrazevalna",11389.164576,1971,17.8,0,"2",0,1018.8,90,7.2,256.74,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",42,"kulturno_razvedrilna",1108.797305,1939,17.8,0,"2",0,1018.8,90,7.2,14.22,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",44,"stanovanjska",20115.914978,1967,17.8,0,"2",0,1018.8,90,7.2,106.13,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",46,"kulturno_razvedrilna",1591.614196,1918,17.8,0,"2",0,1018.8,90,7.2,4.71,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",48,"izobrazevalna",3134.454317,1939,17.8,0,"2",0,1018.8,90,7.2,82.02,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",50,"izobrazevalna",2335.488517,1970,17.8,0,"2",0,1018.8,90,7.2,20.83,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",52,"izobrazevalna",864.834027,1970,17.8,0,"2",0,1018.8,90,7.2,30.25,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",54,"javno_storitvena",9407.543586,1982,17.8,0,"2",0,1018.8,90,7.2,66.25,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",56,"stanovanjska",10340.475512,1964,17.8,0,"2",0,1018.8,90,7.2,87.76,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",58,"poslovna",18806.818805,1967,17.8,0,"2",0,1018.8,90,7.2,324.16,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",60,"izobrazevalna",2289.408629,1982,17.8,0,"2",0,1018.8,90,7.2,53.25,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",62,"izobrazevalna",12236.25413,1991,17.8,0,"2",0,1018.8,90,7.2,184.83,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",64,"kulturno_razvedrilna",23668.525698,1989,17.8,0,"2",0,1018.8,90,7.2,330.41,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",66,"izobrazevalna",11797.287455,1979,17.8,0,"2",0,1018.8,90,7.2,201.38,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",68,"izobrazevalna",8145.084719,1960,17.8,0,"2",0,1018.8,90,7.2,69.96,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",70,"poslovna",11052.298298,1988,17.8,0,"2",0,1018.8,90,7.2,80.44,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",72,"kulturno_razvedrilna",75207.76559,1958,17.8,0,"2",0,1018.8,90,7.2,187.67,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",74,"poslovna",6580.505296,2014,17.8,0,"2",0,1018.8,90,7.2,95.6,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",76,"izobrazevalna",1185.535183,1909,17.8,0,"2",0,1018.8,90,7.2,49.76,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",78,"kulturno_razvedrilna",9801.731015,2008,17.8,0,"2",0,1018.8,90,7.2,16.04,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",80,"stanovanjska",3051.027423,1935,17.8,0,"2",0,1018.8,90,7.2,25.39,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",82,"kulturno_razvedrilna",997.127899,2005,17.8,0,"2",0,1018.8,90,7.2,12.68,TRUE,"Winter",120.943645833333
"2016-01-03","zahodna",84,"poslovna",4806.057996,1966,17.8,0,"2",0,1018.8,90,7.2,25.18,TRUE,"Winter",120.943645833333
"2016-01-04","zahodna",2,"izobrazevalna",9181.510587,1968,16.1,3.9,"8",0,1011.9,140,7.2,134.63,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",4,"stanovanjska",51394.86863,2009,16.1,3.9,"8",0,1011.9,140,7.2,314.7,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",6,"izobrazevalna",17043.98438,2005,16.1,3.9,"8",0,1011.9,140,7.2,539.8,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",8,"poslovna",12244.336691,1968,16.1,3.9,"8",0,1011.9,140,7.2,89.56,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",10,"izobrazevalna",10371.226405,1989,16.1,3.9,"8",0,1011.9,140,7.2,121.55,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",12,"kulturno_razvedrilna",15520.932598,1989,16.1,3.9,"8",0,1011.9,140,7.2,275.25,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",14,"izobrazevalna",12311.319754,1992,16.1,3.9,"8",0,1011.9,140,7.2,262.27,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",16,"poslovna",2187.772747,1941,16.1,3.9,"8",0,1011.9,140,7.2,19.11,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",18,"izobrazevalna",12731.42712,1957,16.1,3.9,"8",0,1011.9,140,7.2,126.35,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",20,"izobrazevalna",14087.532211,1983,16.1,3.9,"8",0,1011.9,140,7.2,671.25,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",22,"poslovna",901.437809,1940,16.1,3.9,"8",0,1011.9,140,7.2,6.14,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",24,"kulturno_razvedrilna",13293.768979,1964,16.1,3.9,"8",0,1011.9,140,7.2,183.02,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",26,"stanovanjska",6938.181846,2006,16.1,3.9,"8",0,1011.9,140,7.2,150.43,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",28,"stanovanjska",2875.254947,1951,16.1,3.9,"8",0,1011.9,140,7.2,28.38,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",30,"javno_storitvena",32129.294811,1966,16.1,3.9,"8",0,1011.9,140,7.2,186.13,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",32,"izobrazevalna",6619.152944,2004,16.1,3.9,"8",0,1011.9,140,7.2,183.27,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",34,"izobrazevalna",4613.748786,1964,16.1,3.9,"8",0,1011.9,140,7.2,194.65,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",36,"stanovanjska",3382.226618,1940,16.1,3.9,"8",0,1011.9,140,7.2,29.21,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",38,"izobrazevalna",26286.532238,2003,16.1,3.9,"8",0,1011.9,140,7.2,248.81,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",40,"izobrazevalna",11389.164576,1971,16.1,3.9,"8",0,1011.9,140,7.2,263.8,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",42,"kulturno_razvedrilna",1108.797305,1939,16.1,3.9,"8",0,1011.9,140,7.2,17.79,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",44,"stanovanjska",20115.914978,1967,16.1,3.9,"8",0,1011.9,140,7.2,78.5,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",46,"kulturno_razvedrilna",1591.614196,1918,16.1,3.9,"8",0,1011.9,140,7.2,7.84,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",48,"izobrazevalna",3134.454317,1939,16.1,3.9,"8",0,1011.9,140,7.2,83.74,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",50,"izobrazevalna",2335.488517,1970,16.1,3.9,"8",0,1011.9,140,7.2,19.74,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",52,"izobrazevalna",864.834027,1970,16.1,3.9,"8",0,1011.9,140,7.2,37.72,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",54,"javno_storitvena",9407.543586,1982,16.1,3.9,"8",0,1011.9,140,7.2,141.31,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",56,"stanovanjska",10340.475512,1964,16.1,3.9,"8",0,1011.9,140,7.2,125.28,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",58,"poslovna",18806.818805,1967,16.1,3.9,"8",0,1011.9,140,7.2,352.33,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",60,"izobrazevalna",2289.408629,1982,16.1,3.9,"8",0,1011.9,140,7.2,101.71,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",62,"izobrazevalna",12236.25413,1991,16.1,3.9,"8",0,1011.9,140,7.2,167.46,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",64,"kulturno_razvedrilna",23668.525698,1989,16.1,3.9,"8",0,1011.9,140,7.2,324.22,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",66,"izobrazevalna",11797.287455,1979,16.1,3.9,"8",0,1011.9,140,7.2,221,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",68,"izobrazevalna",8145.084719,1960,16.1,3.9,"8",0,1011.9,140,7.2,72.87,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",70,"poslovna",11052.298298,1988,16.1,3.9,"8",0,1011.9,140,7.2,133.48,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",72,"kulturno_razvedrilna",75207.76559,1958,16.1,3.9,"8",0,1011.9,140,7.2,184.17,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",74,"poslovna",6580.505296,2014,16.1,3.9,"8",0,1011.9,140,7.2,125.45,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",76,"izobrazevalna",1185.535183,1909,16.1,3.9,"8",0,1011.9,140,7.2,51.84,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",78,"kulturno_razvedrilna",9801.731015,2008,16.1,3.9,"8",0,1011.9,140,7.2,15.6,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",80,"stanovanjska",3051.027423,1935,16.1,3.9,"8",0,1011.9,140,7.2,27.52,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",82,"kulturno_razvedrilna",997.127899,2005,16.1,3.9,"8",0,1011.9,140,7.2,15.51,FALSE,"Winter",119.711979166667
"2016-01-04","zahodna",84,"poslovna",4806.057996,1966,16.1,3.9,"8",0,1011.9,140,7.2,89.82,FALSE,"Winter",119.711979166667
"2016-01-05","zahodna",2,"izobrazevalna",9181.510587,1968,12.8,11.1,"8",1,1014.8,110,4.6,128.76,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",4,"stanovanjska",51394.86863,2009,12.8,11.1,"8",1,1014.8,110,4.6,334.43,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",6,"izobrazevalna",17043.98438,2005,12.8,11.1,"8",1,1014.8,110,4.6,541.92,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",8,"poslovna",12244.336691,1968,12.8,11.1,"8",1,1014.8,110,4.6,90.65,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",10,"izobrazevalna",10371.226405,1989,12.8,11.1,"8",1,1014.8,110,4.6,115.31,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",12,"kulturno_razvedrilna",15520.932598,1989,12.8,11.1,"8",1,1014.8,110,4.6,298.97,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",14,"izobrazevalna",12311.319754,1992,12.8,11.1,"8",1,1014.8,110,4.6,285.93,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",16,"poslovna",2187.772747,1941,12.8,11.1,"8",1,1014.8,110,4.6,17.31,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",18,"izobrazevalna",12731.42712,1957,12.8,11.1,"8",1,1014.8,110,4.6,126.91,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",20,"izobrazevalna",14087.532211,1983,12.8,11.1,"8",1,1014.8,110,4.6,674.77,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",22,"poslovna",901.437809,1940,12.8,11.1,"8",1,1014.8,110,4.6,6.98,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",24,"kulturno_razvedrilna",13293.768979,1964,12.8,11.1,"8",1,1014.8,110,4.6,218.54,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",26,"stanovanjska",6938.181846,2006,12.8,11.1,"8",1,1014.8,110,4.6,154.42,FALSE,"Winter",131.159296875
"2016-01-05","zahodna",28,"stanovanjska",2875.254947,1951,12.8,11.1,"8",1,1014.8,110,4.6,26.31,FALSE,"Winter",131.159296875
